05693         C2006 05 03.24359 11 53 38.76 +10 39 44.4          18.9 Vrr1006703
05693         C2006 05 03.25219 11 53 38.04 +10 39 45.3          19.3 Vrr1006703
05693         C2006 05 03.26079 11 53 37.35 +10 39 47.0          18.8 Vrr1006703
05693         C2006 05 12.16990 11 44 01.17 +10 55 01.9          19.0 Ror1699644
05693         C2006 05 12.19044 11 44 00.06 +10 55 01.9          19.1 Ror1699644
05693         C2006 05 12.21121 11 43 58.95 +10 55 02.3          18.8 Ror1699644
05693         C2006 05 19.20469 11 39 13.50 +10 48 08.0          19.5 Vrr1699703
05693         C2006 05 19.21166 11 39 13.32 +10 48 06.9          19.3 Vrr1699703
05693         C2006 05 19.21868 11 39 13.06 +10 48 06.3          19.2 Vrr1699703
05693         C2006 05 19.22568 11 39 12.78 +10 48 04.8          19.0 Vrr1699703
05693         C2006 11 23.51778 12 14 38.07 -03 50 37.7          18.6 Vrs9151703
05693         C2006 11 23.52115 12 14 37.68 -03 50 32.2          18.1 Vrs9151703
05693         C2006 11 23.52450 12 14 37.24 -03 50 25.5          18.1 Vrs9151703
05693         C2006 11 23.52789 12 14 36.85 -03 50 21.4          18.1 Vrs9151703
05693         C2006 11 25.51572 12 10 59.26 -02 59 47.1          18.2 Vrt0993703
05693         C2006 11 25.51889 12 10 58.87 -02 59 42.1          18.2 Vrt0993703
05693         C2006 11 25.52213 12 10 58.54 -02 59 37.5          18.3 Vrt0993703
05693         C2006 11 25.52530 12 10 58.22 -02 59 32.6          18.3 Vrt0993703
05693         C2006 12 01.49268 12 01 57.50 -00 42 08.7          17.8 Vrt0993703
05693         C2006 12 01.49918 12 01 56.92 -00 42 00.1          17.9 Vrt0993703
05693         C2006 12 01.50569 12 01 56.38 -00 41 50.9          17.8 Vrt0993703
05693         C2006 12 01.51226 12 01 55.81 -00 41 43.0          17.7 Vrt0993703
05693         C2006 12 17.42688 11 42 02.43 +04 46 00.4          17.9  ct2970704
05693         C2006 12 17.43983 11 42 01.24 +04 46 17.3          17.8  ct2970704
05693         C2006 12 17.45268 11 42 00.12 +04 46 33.6          17.7  ct2970704
05693         C2006 12 17.46553 11 41 58.99 +04 46 49.5          17.6  ct2970704
05693         C2006 12 17.47850 11 41 57.80 +04 47 07.0          17.7  ct2970704
05693         C2006 12 23.51307 11 32 44.95 +07 00 15.7          17.2 Vrt2970703
05693         C2006 12 23.51789 11 32 44.41 +07 00 22.6          17.2 Vrt2970703
05693         C2006 12 23.52271 11 32 43.90 +07 00 29.1          17.1 Vrt2970703
05693         C2006 12 23.52753 11 32 43.36 +07 00 36.2          17.1 Vrt2970703
05693        1C2006 12 30.16142511 20 04.28 +09 41 24.1          16.7  rv1903084
05693         C2007 01 10.46361 10 51 02.88 +14 48 01.6          16.7 Vrt5666703
05693         C2007 01 10.47764 10 51 00.25 +14 48 25.0          16.6 Vrt5666703
05693         C2007 01 10.48418 10 50 59.06 +14 48 36.6          16.6 Vrt5666703
05693         C2007 01 10.49077 10 50 57.80 +14 48 47.3          16.8 Vrt5666703
05693         C2007 01 16.36501 10 32 13.23 +17 33 34.5          16.7 Vrt6508703
05693         C2007 01 16.36609 10 32 12.98 +17 33 36.3          16.8 Vrt6508703
05693         C2007 01 16.37336 10 32 11.50 +17 33 48.5          16.7 Vrt6508703
05693         C2007 01 16.37443 10 32 11.25 +17 33 50.3          16.7 Vrt6508703
05693         C2007 01 16.38174 10 32 09.74 +17 34 02.3          16.7 Vrt6508703
05693         C2007 01 16.38280 10 32 09.52 +17 34 04.1          16.8 Vrt6508703
05693         C2007 01 16.39001 10 32 07.98 +17 34 16.3          16.6 Vrt6508703
05693         C2007 01 16.39110 10 32 07.76 +17 34 18.3          16.4 Vrt6508703
05693         C2007 01 17.41714 10 28 38.78 +18 02 28.8          16.3 Rot6508644
05693         C2007 01 17.43075 10 28 35.89 +18 02 51.0          16.2 Rot6508644
05693         C2007 01 17.44420 10 28 33.03 +18 03 13.0          16.2 Rot6508644
05693         C2007 01 20.15938 10 19 06.58 +19 15 53.2          16.9  rt7257130
05693         C2007 01 20.16088 10 19 06.26 +19 15 55.6          16.8  rt7257130
05693         C2007 01 20.16239 10 19 05.94 +19 15 58.1          16.8  rt7257130
05693         C2007 01 20.16339 10 19 05.71 +19 15 59.6          17.0  rt7257130
05693         C2007 01 21.27108 10 15 11.49 +19 44 43.8          18.0 Vot7257H89
05693         C2007 01 21.30648 10 15 03.68 +19 45 38.5          18.0 Vot7257H89
05693         C2007 01 21.32681 10 14 59.72 +19 46 14.1          16.7  ct7257704
05693         C2007 01 21.33899 10 14 57.02 +19 46 32.7          16.8  ct7257704
05693         C2007 01 21.35117 10 14 54.34 +19 46 51.7          17.0  ct7257704
05693         C2007 01 21.35747 10 14 52.33 +19 46 57.9          18.3 Vot7257H89
05693         C2007 01 21.36335 10 14 51.66 +19 47 10.5          16.8  ct7257704
05693         C2007 01 21.37563 10 14 48.96 +19 47 29.5          16.8  ct7257704
05693        1C2007 01 24.87053610 02 18.79 +21 13 11.1          16.3  rv1903084
05693        1C2007 01 24.87273310 02 18.24 +21 13 14.2          16.6  rv1903084
05693        1C2007 01 25.12107010 01 23.84 +21 19 01.9          16.5  rv1903084
05693        1C2007 01 25.12326910 01 23.32 +21 19 04.7          16.2  rv1903084
05693         C2007 01 26.90412 09 55 01.71 +21 59 23.8          16.0 Rct8303A24
05693         C2007 01 26.90515 09 55 01.44 +21 59 25.2          16.0 Rct8303A24
05693         C2007 01 26.95022 09 54 51.55 +22 00 23.5          16.6 Rcv0602A24
05693         C2007 01 27.04139 09 54 31.52 +22 02 25.5          16.0 Rct8303A24
05693         C2007 01 27.05331 09 54 28.89 +22 02 41.1          16.2 Rcv0602A24
05693         C2007 01 27.06524 09 54 26.26 +22 02 56.9          16.0 Rcv0602A24
05693         C2007 01 27.07716 09 54 23.62 +22 03 12.4          16.1 Rct8303A24
05693         C2007 01 27.07819 09 54 23.41 +22 03 13.5          16.0 Rct8303A24
05693         C2007 01 27.21791 09 53 54.63 +22 06 17.6          16.5 Vrt8303703
05693         C2007 01 27.22621 09 53 52.83 +22 06 28.4          16.4 Vrt8303703
05693         C2007 01 27.23448 09 53 51.00 +22 06 39.3          16.5 Vrt8303703
05693         C2007 01 27.24279 09 53 49.20 +22 06 50.7          16.6 Vrt8303703
05693         C2007 01 28.07370 09 50 50.72 +22 24 32.7          16.1 Rct8303A24
05693         C2007 01 28.07470 09 50 50.52 +22 24 33.8          16.2 Rct8303A24
05693         C2007 01 28.35813 09 49 50.43 +22 30 33.6          16.9 Vot8303691
05693         C2007 01 28.37955 09 49 45.71 +22 31 00.4          16.9 Vot8303691
05693         C2007 01 28.39749 09 49 41.77 +22 31 22.7          17.0 Vot8303691
05693         C2007 01 28.85400 09 48 06.03 +22 40 39.0          15.9 Rcv0602A24
05693         C2007 01 28.87453 09 48 01.46 +22 41 04.9          16.7 Vrt8303A13
05693         C2007 01 28.88872 09 47 58.51 +22 41 24.2          15.8 Rct8303A24
05693         C2007 01 28.89310 09 47 57.47 +22 41 28.1          16.8 Vrt8303A13
05693         C2007 01 28.91168 09 47 53.46 +22 41 51.1          16.7 Vrt8303A13
05693        1C2007 01 29.19596909 46 52.16 +22 47 30.3          16.7  rv1903084
05693        1C2007 01 29.19815809 46 51.65 +22 47 33.1          16.7  rv1903084
05693         C2007 01 29.94888 09 44 14.70 +23 02 32.1          16.4 Rct8303A24
05693         C2007 01 29.94991 09 44 14.51 +23 02 33.4          16.1 Rct8303A24
05693         C2007 01 29.96152 09 44 12.00 +23 02 46.9          16.5 Rcv0602A24
05693         C2007 01 29.97348 09 44 09.43 +23 03 01.1          16.5 Rcv0602A24
05693         C2007 01 29.98476 09 44 06.98 +23 03 14.3          16.5 Rct8303A24
05693         C2007 01 29.98578 09 44 06.78 +23 03 15.8          16.3 Rct8303A24
05693         C2007 01 30.88948 09 40 58.49 +23 20 28.2          16.6 Vrt8303A13
05693         C2007 01 30.91441 09 40 53.24 +23 20 56.7          16.6 Vrt8303A13
05693         C2007 01 30.91723 09 40 52.65 +23 20 59.8          16.6 Vrt8303A13
05693        1C2007 01 31.14096009 40 05.19 +23 25 04.9          16.4  rv1903084
05693        1C2007 01 31.93095409 37 23.10 +23 39 27.1          16.8  rv1903084
05693        1C2007 01 31.93315009 37 22.64 +23 39 29.5          16.6  rv1903084
05693         C2007 02 03.99885 09 27 09.03 +24 30 09.2          16.9 Vct8847951
05693         C2007 02 04.02120 09 27 04.56 +24 30 29.4          17.6 Vct8847951
05693         C2007 02 04.04147 09 27 00.54 +24 30 48.3          17.3 Vct8847951
05693         C2007 02 05.42084 09 22 34.77 +24 50 57.1          16.5 Rrt8847H45
05693         C2007 02 05.42251 09 22 34.47 +24 50 58.2          16.4 Rrt8848H45
05693         C2007 02 05.42394 09 22 34.19 +24 50 59.3          16.3 Rrt8848H45
05693         C2007 02 05.42528 09 22 33.90 +24 51 00.8          16.5 Rrt8848H45
05693         C2007 02 05.42709 09 22 33.55 +24 51 02.3          16.7 Rrt8848H45
05693         C2007 02 06.36685 09 19 38.10 +25 03 52.5          16.3 Rot8848644
05693         C2007 02 06.38730 09 19 34.18 +25 04 08.5          16.3 Rot8848644
05693         C2007 02 06.40771 09 19 30.28 +25 04 24.3          16.3 Rot8848644
05693         C2007 02 09.22654 09 11 06.93 +25 38 21.1          16.8 Vrt8848703
05693         C2007 02 09.24661 09 11 03.37 +25 38 34.4          16.8 Vrt8848703
05693         C2007 02 09.87832 09 09 15.64 +25 45 14.7          17.0 Vrt9645A13
05693         C2007 02 09.89694 09 09 12.41 +25 45 26.7          16.9 Vrt9645A13
05693        1C2007 02 10.02262709 08 50.53 +25 46 41.7          16.9  rv1903084
05693         C2007 02 11.05036 09 06 00.12 +25 56 56.8          16.1 Rct9645A94
05693         C2007 02 11.05601 09 05 59.28 +25 56 59.6          16.4 Rct9645A94
05693         C2007 02 11.06164 09 05 58.32 +25 57 02.9          16.3 Rct9645A94
05693        1C2007 02 11.10823809 05 50.56 +25 57 24.6          17.1  rv1903084
05693         C2007 02 11.95800 09 03 34.60 +26 05 19.6          16.6 Rct9645A24
05693         C2007 02 11.95900 09 03 34.43 +26 05 20.0          16.3 Rct9645A24
05693         C2007 02 13.97490 08 58 25.62 +26 21 48.5          17.2 Vot9645240
05693         C2007 02 13.97556 08 58 25.51 +26 21 48.8          17.1 Vot9645240
05693         C2007 02 13.97955 08 58 24.91 +26 21 50.6          17.2 Vot9645240
05693         C2007 02 13.98088 08 58 24.70 +26 21 51.2          17.2 Vot9645240
05693         C2007 02 13.98221 08 58 24.50 +26 21 51.8          17.2 Vot9645240
05693         C2007 02 13.98354 08 58 24.29 +26 21 52.5          17.0 Vot9645240
05693         C2007 02 14.00198 08 58 21.46 +26 22 01.3          16.7 Rct9645A24
05693         C2007 02 14.00299 08 58 21.32 +26 22 01.7          16.8 Rct9645A24
05693        `C2007 02 15.40726908 54 59.586+26 31 58.96                ~0U8G568
05693         C2007 02 15.92642 08 53 47.84 +26 35 12.0          16.9 Rcu0613A24
05693         C2007 02 15.92743 08 53 47.70 +26 35 12.5          17.1 Rcu0613A24
05693         C2007 02 15.94311 08 53 45.47 +26 35 18.3          17.5 Rcv0789A24
05693         C2007 02 15.97326 08 53 41.17 +26 35 29.4          17.0 Rcu0613A24
05693         C2007 02 15.97426 08 53 41.04 +26 35 29.6          16.8 Rcu0613A24
05693         C2007 02 15.98742 08 53 39.16 +26 35 35.0          17.5 Rcv0789A24
05693         C2007 02 15.99977 08 53 37.44 +26 35 38.8          17.5 Rcv0789A24
05693         C2007 02 16.01252 08 53 35.65 +26 35 43.1          17.0 Rcu0613A24
05693         C2007 02 16.01353 08 53 35.50 +26 35 43.6          17.0 Rcu0613A24
05693         C2007 02 16.18695 08 53 12.74 +26 36 49.8          17.0 Rot9645644
05693         C2007 02 16.20752 08 53 09.85 +26 36 57.6          17.0 Rot9645644
05693         C2007 02 16.22916 08 53 06.81 +26 37 05.9          17.0 Rot9645644
05693         C2007 02 16.25024 08 53 03.76 +26 37 13.5          17.3 Vrt9645703
05693         C2007 02 16.25726 08 53 02.76 +26 37 16.2          17.3 Vrt9645703
05693         C2007 02 16.26429 08 53 01.78 +26 37 18.7          17.4 Vrt9645703
05693         C2007 02 16.27131 08 53 00.78 +26 37 21.6          17.3 Vrt9645703
05693         C2007 02 16.95547 08 51 29.49 +26 41 17.4          17.1 Rcu0613A24
05693         C2007 02 16.95649 08 51 29.37 +26 41 17.6          17.2 Rcu0613A24
05693         C2007 02 16.96446 08 51 28.27 +26 41 20.4          17.6 Rcv0789A24
05693         C2007 02 16.98179 08 51 25.93 +26 41 26.0          17.4 Rcv0789A24
05693         C2007 02 16.99444 08 51 24.20 +26 41 30.4          17.0 Rcu0613A24
05693         C2007 02 16.99547 08 51 24.07 +26 41 30.5          17.0 Rcu0613A24
05693         C2007 02 17.00289 08 51 23.06 +26 41 33.0          17.4 Rcv0789A24
05693         C2007 02 17.01990 08 51 20.77 +26 41 38.5          17.3 Rcv0789A24
05693         C2007 02 17.03160 08 51 19.19 +26 41 42.3          17.2 Rcu0613A24
05693         C2007 02 17.03261 08 51 19.05 +26 41 42.6          17.1 Rcu0613A24
05693         C2007 02 17.04003 08 51 18.06 +26 41 44.9          17.5 Rcv1148A24
05693         C2007 02 17.23571 08 50 53.20 +26 42 53.1          17.3 Rou0613644
05693         C2007 02 17.25646 08 50 50.41 +26 42 59.9          16.7 Rou0613644
05693         C2007 02 17.27744 08 50 47.58 +26 43 06.7          16.6 Rou0613644
05693         C2007 02 18.89082 08 47 25.77 +26 51 04.1          17.5 Rcu0613A24
05693         C2007 02 18.89188 08 47 25.60 +26 51 03.8          16.8 Rcu0613A24
05693         C2007 02 18.90586 08 47 23.85 +26 51 08.0          17.8 Rcv1148A24
05693         C2007 02 18.93160 08 47 20.72 +26 51 16.3          17.6 Rcu0613A24
05693         C2007 02 18.93267 08 47 20.50 +26 51 15.4          17.1 Rcu0613A24
05693         C2007 02 19.89701 08 45 26.93 +26 55 21.3          17.7 Rcv1148A24
05693         C2007 02 19.92841 08 45 23.20 +26 55 28.3          17.7 Rcv1148A24
05693         C2007 02 19.94307 08 45 21.46 +26 55 31.5          17.7 Rcv1148A24
05693         C2007 02 19.94869 08 45 20.80 +26 55 32.7          17.1 Rcu0613A24
05693         C2007 02 19.94977 08 45 20.66 +26 55 33.3          17.2 Rcu0613A24
05693        1C2007 02 19.95105308 45 20.38 +26 55 29.9          17.7  rv1903084
05693        1C2007 02 19.95324708 45 20.11 +26 55 30.0          18.2  rv1903084
05693         C2007 02 19.96285 08 45 19.12 +26 55 36.0          17.7 Rcv1148A24
05693         C2007 02 19.97549 08 45 17.61 +26 55 39.0          17.4 Rcv1148A24
05693         C2007 02 19.98784 08 45 16.13 +26 55 41.6          17.2 Rcu0613A24
05693         C2007 02 19.98887 08 45 16.01 +26 55 41.8          17.2 Rcu0613A24
05693         C2007 02 20.00145 08 45 14.53 +26 55 44.6          17.8 Rcv1148A24
05693         C2007 02 20.01356 08 45 13.08 +26 55 47.3          17.5 Rcv1148A24
05693         C2007 02 20.02538 08 45 11.68 +26 55 50.0          17.3 Rcu0613A24
05693         C2007 02 20.02642 08 45 11.54 +26 55 49.7          17.4 Rcu0613A24
05693         C2007 02 20.03397 08 45 10.62 +26 55 51.3          17.8 Rcv1148A24
05693         C2007 02 20.85946 08 43 38.79 +26 58 55.7          17.9 Rcv1148A24
05693         C2007 02 20.87007 08 43 37.60 +26 58 58.1          17.8 Rcv1148A24
05693         C2007 02 20.88037 08 43 36.43 +26 59 00.8          17.7 Rcv1148A24
05693         C2007 02 20.89318 08 43 34.95 +26 59 02.9          17.2 Rcu0613A24
05693         C2007 02 20.89420 08 43 34.84 +26 59 03.4          17.3 Rcu0613A24
05693         C2007 02 20.90623 08 43 33.45 +26 59 05.8          17.9 Rcv1148A24
05693         C2007 02 20.93234 08 43 30.49 +26 59 11.7          17.4 Rcu0613A24
05693         C2007 02 20.95673 08 43 27.70 +26 59 16.5          17.5 Rcv1148A24
05693         C2007 02 20.96842 08 43 26.40 +26 59 18.3          17.2 Rcu0613A24
05693         C2007 02 20.96944 08 43 26.26 +26 59 19.3          17.3 Rcu0613A24
05693         C2007 02 20.97753 08 43 25.34 +26 59 21.0          17.6 Rcv1148A24
05693         C2007 02 22.17211 08 41 19.32 +27 03 08.6          17.4 Rou0613699
05693         C2007 02 22.19403 08 41 16.98 +27 03 12.3                ou0613699
05693         C2007 02 22.20447 08 41 15.82 +27 03 14.7          17.6 Vru0613703
05693         C2007 02 22.21102 08 41 15.10 +27 03 15.4          17.7 Vru0613703
05693         C2007 02 22.21598 08 41 14.65 +27 03 16.0                ou0613699
05693         C2007 02 22.21759 08 41 14.42 +27 03 16.7          17.7 Vru0613703
05693         C2007 02 22.22415 08 41 13.70 +27 03 18.2          17.7 Vru0613703
05693         C2007 02 22.23792 08 41 12.26 +27 03 20.0                ou0613699
05693         C2007 02 22.87373 08 40 08.30 +27 05 00.8          18.0 Rcv1148A24
05693         C2007 02 22.88397 08 40 07.29 +27 05 02.6          18.1 Rcv1148A24
05693         C2007 02 22.89429 08 40 06.22 +27 05 04.0          17.8 Rcv1148A24
05693         C2007 02 22.90916 08 40 04.69 +27 05 05.8          17.4 Rcu0613A24
05693         C2007 02 22.91021 08 40 04.58 +27 05 06.0          17.4 Rcu0613A24
05693         C2007 02 22.92723 08 40 02.84 +27 05 08.4          18.0 Rcv1148A24
05693         C2007 02 22.96233 08 39 59.18 +27 05 13.9          17.4 Rcu0613A24
05693         C2007 02 22.96334 08 39 59.09 +27 05 14.2          17.4 Rcu0613A24
05693         C2007 02 22.97536 08 39 57.86 +27 05 15.4          17.7 Rcv1148A24
05693         C2007 02 22.98839 08 39 56.51 +27 05 17.2          17.8 Rcv1148A24
