G1989J78C00A  C2003 02 25.84213 08 38 42.30 -06 00 49.2          14.1 Rch3601113
G1989J78C00A  C2003 02 25.84339 08 38 42.09 -06 00 39.9          14.3 Rch3601113
G1989J78C00A  C2003 02 25.84466 08 38 41.87 -06 00 30.6          14.5 Rch3601113
G1989J78C00A  C2003 02 25.85567 08 38 39.77 -05 59 08.0          15.7  ih3601057
G1989J78C00A  C2003 02 25.85839 08 38 39.74 -05 58 49.3          15.4 Vch3601151
G1989J78C00A  C2003 02 25.85941 08 38 39.58 -05 58 42.7          15.4 Vch3601151
G1989J78C00A  C2003 02 25.85970 08 38 39.24 -05 58 39.9                ih3601057
G1989J78C00A  C2003 02 25.86013 08 38 39.44 -05 58 36.5          15.5 Vch3601151
G1989J78C00A  C2003 02 25.86119 08 38 39.29 -05 58 29.7          15.5 Vch3601151
G1989J78C00A  C2003 02 25.86131 08 38 38.84 -05 58 27.1          14.5  ih3601057
G1989J78C00A  C2003 02 25.86209 08 38 39.13 -05 58 24.1          15.4 Vch3601240
G1989J78C00A  C2003 02 25.86228 08 38 39.13 -05 58 22.0          15.6 Vch3601151
G1989J78C00A  C2003 02 25.86299 08 38 38.52 -05 58 16.8          15.3  ih3601057
G1989J78C00A  C2003 02 25.86325 08 38 38.94 -05 58 15.7          15.4 Vch3601240
G1989J78C00A  C2003 02 25.86354 08 38 38.89 -05 58 13.7          15.5 Vch3601240
G1989J78C00A  C2003 02 25.86381 08 38 38.83 -05 58 11.2          15.7 Vch3601151
G1989J78C00A  C2003 02 25.86403 08 38 38.81 -05 58 10.3          15.4 Vch3601240
G1989J78C00A  C2003 02 25.86480 08 38 38.68 -05 58 04.6          15.4 Vch3601240
G1989J78C00A  C2003 02 25.86507 08 38 38.64 -05 58 02.2          15.4 Vch3601151
G1989J78C00A  C2003 02 25.86510 08 38 38.08 -05 58 01.7          13.8  ih3601057
G1989J78C00A  C2003 02 25.86633 08 38 38.42 -05 57 53.7          15.5 Vch3601240
G1989J78C00A  C2003 02 25.86672 08 38 38.36 -05 57 50.8          15.6 Vch3601240
G1989J78C00A  C2003 02 25.86687 08 38 38.29 -05 57 47.7          15.9 Vch3601151
G1989J78C00A  C2003 02 25.86689 08 38 37.70 -05 57 47.0          16.7  ih3601057
